index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
1397,"I am confident that I always pay on time. What I don't understand is why this company is marking me as late for some months. Under USC 1666b, any billing errors must be corrected, or they will owe me {$1000.00} per account for inaccurate reporting.",payment,credit_card,none,unknown,online,outgoing
1399,"Wells Fargo Bank Auto Finance agreed to cancel two scheduled payments forXXXX XXXX and XXXX XXXX, 2015 in response to Consumer Financial Protection Bureau case # XXXX. Instead, they collected {$1300.00} through bankadjustment from my Wells Fargo checking account.",payment,checking,none,Wells Fargo Bank Auto Finance,online,outgoing
1396,"Ensuring payments are always made on time for this account has been my priority, preventing any instances of lateness. I'm puzzled by reports indicating late payment notes on my accounts. As per 15 USC 1666b - Billing Error, rectifications are necessary.",payment,credit_card,none,unknown,online,outgoing
1398,"Firstbank-sest market closed my acct. over a deposit error I made by accidentally using the wrong check book. They say I owe them XXXX} but I only owe them XXXX}. I would like this off of my chex systems report, after I pay them the XXXX",other,checking,none,Firstbank,branch,outgoing
1407,My information was heisted and this accounts are fraudulent and do not belong to me. I would like these accounts completely removed from all three credit bureaus on my credit report.,unknown,unknown,unknown,unknown,unknown,unknown
1406,The ending balance should have been {$55.00} instead of the current bal ending XX/XX/XXXX as two additional credits appeared before the ending of the statement. When I tried to contact him about it I was put on all and hung up on more than three times.,credit,checking,checking,unknown,unknown,incoming
1401,I requested Wells Fargo Bank rescind a bank wire that was sent to a fraudulent sales organization and they refused.,transfer,checking,unknown,Wells Fargo Bank,wire,outgoing
1405,"PayPal Credit is attempting to collect on an account and balance that do not belong to me. Please remove this account from my name, records, and all credit reports.",unknown,credit_card,none,PayPal Credit,online,outgoing
1403,"{$2100.00} was charged to my Wells Fargo Checking account for XXXX tickets. I did not authorize nor did I allow anyone to use my account or card. 

Wells Fargo denied these charges on XXXX",purchase,checking,unknown,XXXX tickets,card_not_present,outgoing
1408,I do not have owe a gas bill. have not had one in my name for over 20 years. and received a dept collection notice with a reduced balance from convergent.,other,unknown,none,Convergent,unknown,outgoing
1402,"I got an alert there was a change to my credit report on XX/XX/2018 a CITICARDS CBNA  flagged on XXXX   Account type  Affected by natural or declared disaster balance USD XXXX 
I did not apply for this account I suspect Fraud.",other,credit_card,none,CITICARDS,online,unknown
1400,Ive been trying to get access to my XXXX that Ive deposited a few months ago and citizens bank refuses to release the money,deposit,checking,unknown,citizens bank,branch,incoming
1404,"I did not open this account and incur this unpaid balance. Someone, other than myself, wrongfully used my personal information to obtain a line of credit/service. Ive been a victim of identity theft.",other,credit_card,none,unknown,unknown,unknown
1409,I had a fraudulent charge of {$5200.00} on XX/XX/23 - which I reported- XXXX XXXX XXXX fails to honor their {$0.00} fraud guarantee. Need to be credited for this charge ASAP.,chargeback,credit_card,credit_card,XXXX XXXX XXXX,card_not_present,incoming
1410,Bank account being deactivated due to fraudulent charges phone 's not being carefully correctly with withdrawals and use of debit card,debit,checking,none,unknown,card_not_present,outgoing
1412,Bright Money charged me {$89.00} for fraudulent membership to their financial services that were never provided. Charged to my checking account on XX/XX/2024.,fee,checking,none,Bright Money,online,outgoing
1411,There is an account showing with XXXX XXXX XXXX XXXX XXXX which listed a balance of XXXX that I settled out. I have attached proof I DO NOT OWE and have disputed this. It 's still listed that I owe and do NOT,unknown,credit_card,none,unknown,unknown,unknown
1414,I let the company know that XXXX XXXX XXXX XXXX XXXX XXXX XXXX and that a charge off is a Certificate of indebtness/ and is income. Income can not be reported on the consumer report and needs to be removed.,other,other,none,unknown,online,unknown
1416,Tax refund was hack by chime my bank,refund,checking,none,chime,unknown,incoming
1413,"I've never faltered in my commitment to timely payments. The impact of this error on my mental well-being is significant, affecting my sleep and peace of mind. I respectfully ask for an immediate correction to my account and hope you understand the urgency of this situation.",unknown,unknown,none,unknown,unknown,unknown
1417,The number I have on file for my unemployment the number on the debit card does not match the debit card I received in the mail from KeyBank,unknown,unknown,none,KeyBank,card_present,unknown
1415,I had an issue with a purchase in XXXX and filed a charge back with my bank in XXXX. The transaction was supposed to be refunded however my prepaid card company kept part of that money {$54.00}. The company in question is netspend,chargeback,credit_card,checking,netspend,online,incoming
1418,Fraudulent credit card opened in my name,unknown,credit_card,unknown,unknown,unknown,unknown
1419,"I have participated in a class action lawsuit against Western Union over a year ago, and never heard back from them regarding my claim. I submitted proof, and have been ignored by Western Union for compensation.",other,unknown,none,Western Union,unknown,incoming
1420,I had an account with the bank more than 7 years ago they close my account and have not giving me any reason why I cant open an account with them again or why they closed my account in the first place.,other,checking,none,unknown,other,unknown
1421,I was checking on my balance of {$2000.00}. The installments have been made before due dates but I noticed lately that a late payment fee is being added to the account of {$30.00} every month ... Every payment has been made on time ...,fee,checking,none,unknown,unknown,outgoing
1422,This company is listed on my credit report as a collection account with a XXXX balance. I have never done business with this company.,other,credit_card,none,unknown,online,outgoing
1427,On XX/XX/2018 I received a letter from my financial institution stating that both of my business checking accounts are being closed. I am a legitimate business owner and have never done anything wrong or received any warning of any wrong doing.,unknown,checking,none,unknown,unknown,unknown
1423,"Making sure payments are always on time, I've never encountered delays on this account. I'm uncertain why there are indications of late payment remarks on my accounts.",payment,checking,none,unknown,online,outgoing
1424,Violation of 15 U.S. Code 1637 Violation of 12 U.S. Code 1431 ( a ) Violation of 15 U.S. Code 1691 THEY ARE DENYING CREDIT BY FREEZING ACCOUNT.,unknown,unknown,unknown,unknown,unknown,unknown
1425,Please update my account and remove the inaccurate late payment. I have always paid on time and never missed a payment. This is causing me a lot of stress and XXXX and I can't even sleep properly because of this problem.,payment,checking,none,unknown,unknown,outgoing
1428,did not authorize this charge sent all hacking info to all creditors and banks,chargeback,unknown,none,unknown,unknown,incoming
1426,There were purchases made on the card that were fraudulent and they closed the card and didn't investigate at all..,purchase,credit_card,unknown,unknown,card_not_present,outgoing
1429,"The following credit card account and hard inquiry currently listed and showing on my Experian and Equifax credit report is fraudulent, unauthorized and not my credit card account or hard inquiry : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",unknown,credit_card,none,unknown,unknown,unknown
1439,This company Charge-off this account and did not send me a 1099c for this .....,chargeback,unknown,none,unknown,unknown,unknown
1432,"I am writing to formally express my concerns regarding Zelles handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies my financial institution and Zelle failed to investigate my claims adequately.",other,unknown,unknown,Zelle,Zelle,unknown
1433,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
1430,"I found a {$1.00} charge on my Robinhood Credit Card in XXXX, FL. The transaction said that it was made in person using XXXX XXXX. However I have never been to XXXX, Florida. 
Even though the transaction was declined, I would like Robinhood to do a thorough investigate.",purchase,credit_card,unknown,Robinhood,card_present,outgoing
1435,"remove FCRA violations address below : XXXX XXXX {$16000.00} Closed 26 charge-offs XXXX XXXX XXXX, TX, XXXX please call me at for the correct address XXXX CELL Names wrong see attachments below XXXX XXXX",other,unknown,none,unknown,unknown,unknown
1434,"I had apply for a credit card back in 2023 never got the card. Not sure how it got activated and used. Not I have a bill and bad credit report. 
This is a capital One credit card",purchase,credit_card,none,Capital One,card_not_present,outgoing
1437,"I got a little behind on bill. Just bought a house with my wife, and are dealing with credit card debt. Will be paying in the next week.",payment,credit_card,unknown,unknown,unknown,outgoing
1436,I just Got a Modification in the mail my payment went up XXXX and my principle has never gone down. My Mortgage Account number is XXXX. My interest has not gone down,payment,loan,none,Mortgage,online,outgoing
1431,Self lender is closing my account after taking my money. I proved I was me after making two payments on the account they closed the account and kept my money saying it was suspicious activity wont give my money back,payment,checking,unknown,Self lender,online,outgoing
1438,I had a chase amazon rewards credit card where I was making a XXXX dollar minimum payment. I had gone through financial hardships and hard really struggled to make payments every month.,payment,credit_card,unknown,chase amazon,online,outgoing
1440,I have concerns regarding Zelles handling of disputes in light of the recent CFPB lawsuit stating issues with the platform. Despite disputes my financial company and Zelle failed to investigate claims adequately.,other,unknown,unknown,Zelle,Zelle,unknown
1442,XXXX work was needed. XXXX XXXX was found and we had conversation that they can do XXXX. We had agreement and contract of getting work done. I was scammed out of this money {$3000.00} Funds sent XXXX XXXX,debit,unknown,unknown,unknown,unknown,outgoing
1447,"XXXX is not up to date, card have a credit balance not {$8700.00}",credit,credit_card,none,XXXX,unknown,incoming
1445,I spoke to a customer service rep and they could not verify when I opened this and account,unknown,unknown,none,unknown,unknown,unknown
1449,"Examine the attached documents. I request the bureau to initiate an investigation into these accounts, which I am never late for, but they are being reported as late.",unknown,unknown,none,unknown,unknown,unknown
1448,I know for sure that I pay my bills when theyre due. What I dont understand is why Ive been marked late by this company for certain months. USC 1666b says billing mistakes must be fixed and my account updated as paid on time.,payment,credit_card,none,USC 1666b,online,outgoing
1441,"Please review the attached documents. I am requesting the bureau to initiate an investigation into these accounts, as they inaccurately report me as late, despite my punctual payments.",other,unknown,none,unknown,unknown,unknown
1443,In XX/XX/XXXX I totaled my XXXX XXXX XXXX and i had GAP Insurance. After GAP payed they left me a balance of {$880.00}. I don't owe this as GAP should have paid this car off.,other,unknown,none,GAP Insurance,other,unknown
1446,Place name XXXX charge my account I file dispute. First Horizon bank settled the dispute not in my favor. I never use XXXX or any gambling website out of nowhere my account was charged a huge amount of money. This situation caused have me a lot of financial problems.,debit,checking,unknown,XXXX,unknown,outgoing
1444,I received a debit card from XXXX today that was opened without my knowledge.,unknown,unknown,none,XXXX,unknown,unknown
1450,I was promised that my claims would be Reopened and that I would receive a refund for my disputes and I feel like I was lied to,refund,unknown,unknown,unknown,unknown,incoming
1453,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,other,other,none,unknown,unknown,unknown
1456,"I always pay my bills on time. I know this for sure. I dont understand why this company says I paid late in some months. According to USC 1666b, any billing mistake should be fixed and marked as paid on time.",payment,checking,unknown,unknown,online,outgoing
1454,"I need your assistance in reviewing accounts from companies that have incorrectly reported late payments. After checking my credit report, I found that some accounts were marked late in error. There should be no late payment remarks on these accounts.",other,other,none,unknown,unknown,unknown
1452,navy fe deral allowed my account to be compromised TWICE!!,unknown,checking,none,Navy Federal,unknown,unknown
1455,"I XXXX XXXX have been getting withdrawals and unexpectedly and unusually transactions out of my account that I didn't Authorize nor Make myself., However XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX In varies Share Amounts.",debit,checking,unknown,unknown,unknown,outgoing
1459,I let the company know that Im the registered owner of the securities and that a charge off is a Certificate of indebtness/ and is income. Income can not be reported on the consumer report and needs to be removed.,other,brokerage,none,unknown,unknown,unknown
1458,"Illegally holding my funds for 180 days ( 6 months ). Total amount is $ XXXX. Contacted multiple times and never got a resolution/response. 
Ref. ID : XXXX",other,checking,none,unknown,unknown,unknown
1451,Apartment was looted and flooded. Cards was taken and charge fraudently,chargeback,credit_card,none,unknown,card_not_present,incoming
1457,"I need your assistance in reviewing accounts from companies that are incorrectly reporting late payments. After checking my credit report, I found that certain accounts have late payment marks that should not be there. These accounts should not show any late payment remarks.",unknown,unknown,none,unknown,unknown,unknown
1460,"Can't connect to XXXX, XXXX? Also, it used to work like 2 months ago.",unknown,unknown,none,XXXX,online,unknown
1465,Credit card was paid in full and account closed. But credit card has not yet updated credit report to reflect paid in full as of XX/XX/year>.,payment,credit_card,none,unknown,unknown,outgoing
1468,"CashApp is who I had the issue with. My information was compromised. a relative ordered a card in their name, and it came in the mail with my name on it.",unknown,unknown,none,CashApp,other,unknown
1461,XXXX Credit card account used to apply fraudulently for a line of credit for a loan from the US Gov small business association and opening a credit card account with Wells Fargo,other,credit_card,loan,Wells Fargo,online,unknown
1462,"I received a denial in the mail for a Zales Credit Card, by Comenity Bank. The problem is, I never applied for this card. I will contact Comenity to alert them to this. I suspect stolen identity and fraud.",other,unknown,credit_card,Zales,online,unknown
1464,"I have always made sure that payments on this account are timely, never allowing them to become overdue. I am unsure about the reasons behind reports of late payment remarks on my accounts. According to 15 USC 1666b - Billing Error, corrections should be made.",payment,credit_card,none,unknown,online,outgoing
1463,"I need my pin to be reset for me or removed off from my account. 
. 
Of removed from my account, so I don't have to give it to the agent when I talk over the phone.",other,unknown,none,unknown,online,unknown
1467,A scammer called me claiming to be from Citi bank fraud department and scammed me into sending XXXX through XXXX I have disputed this with my bank twice and have been denied both times,transfer,checking,unknown,Citi,other,outgoing
1466,Credit card was paid in full and account closed. But credit card has not yet updated credit report to reflect paid in full as of XX/XX/2024.,payment,credit_card,none,unknown,online,outgoing
1469,"I need your assistance in reviewing accounts from companies that have incorrectly reported late payments. After checking my credit report, I found that some accounts were marked late in error. There should be no late payment remarks on these accounts.",other,unknown,none,unknown,unknown,unknown
1470,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,none,unknown,unknown,unknown
1471,I was supposed to receive the bonus for opening the account as long as I had the qualifying deposit to my account at least up to {$1000.00} and I never received that Ive reached out about this matter and they closed my account,other,checking,none,unknown,unknown,incoming
1472,The debt was a charge-off and going past the legal alloted time,chargeback,unknown,none,unknown,unknown,unknown
1473,I noticed a inquiry on my credit reports from XXXX XXXX showing a credit card. I XXXX XXXX did not apply for a credit card. And I wish that its removed from my credit report due to fraud.,other,credit_card,none,XXXX XXXX,online,unknown
1475,"I have a legitimate debt with a collection agency. Recently, they have begun calling my adult son 's cell phone number about my debt. This is harassment, as he does not live with me and is not responsible for my debts in any way.",other,unknown,none,collection agency,other,unknown
1476,Had a promotional interest rate on purchases and balance transfers which was set to expire on XX/XX/XXXX. I paid off the entire balance by that date yet was still charged over {$100.00} in interest on XX/XX/XXXX.,interest,credit_card,none,unknown,online,outgoing
1478,I closed the account and the pay XXXX dollar check. They reported false information on chex system and need removed.,payment,checking,unknown,XXXX,other,outgoing
1477,"Overcharged membership fees. 
{$610.00} on XX/XX/XXXX for XXXX XXXX {$170.00} and {$99.00} on XXXX for XXXX card. Upgraded from gold card to reserve on XX/XX/XXXX so should NOT have been charged renewal fee. And {$170.00} fee for additional card was not requested by me.",fee,credit_card,none,unknown,unknown,outgoing
1474,XXXX XXXX XXXX  continues to call and harass me and leave voicemails requesting me to pay my balance when I sent in a settlement correspondence on Friday. They called me Monday and left a voicemail the again today.,payment,unknown,unknown,XXXX XXXX XXXX,other,outgoing
1479,KHOLS is in fact in violation of at least 70 federally protected consumer rights under 15 usc 1692 and also unauthorized use of registered trademark,unknown,unknown,none,KHOLS,unknown,unknown
1482,XXXX XXXX XXXXXXXX Im not convinced this balance is correct or ever has been correct. I keep saying the same thing over and over. Are your convinced it is correct?,unknown,unknown,none,unknown,unknown,unknown
1484,Company is not legally licensed to do business in my state. Interest rate not allowed per state usury laws.,interest,unknown,unknown,unknown,unknown,unknown
1483,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,credit_card,unknown,online,outgoing
1480,XX/XX/year>2025 cashapp closed my account and with will don't transfer any money of my account I try pending it but it said I'm block from website so I can do anything,transfer,unknown,unknown,Cash App,CashApp,unknown
1481,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,credit_card,unknown,online,outgoing
1485,"Take a look at the attached documents. I want the bureau to start an investigation into these accounts, as I am consistently on time, but they are incorrectly reporting me as late.",unknown,unknown,unknown,unknown,unknown,unknown
1486,"I tried to connect my account with XXXX, an online investment service, and was unable to do so.",other,unknown,brokerage,XXXX,online,unknown
1487,Bank of America froze my red debit card with no reason,unknown,checking,none,Bank of America,card_present,unknown
1488,"One Main approved my title loan without inspecting the vehicle. Throughout the life of loan I couldn't pay it back, eventually my car got towed twice finally I gave up and now I still have an open balance and no car",other,loan,none,One Main,other,outgoing
1489,This complaint has already been file on XX/XX/2012 I am sending documents.,unknown,unknown,none,unknown,unknown,unknown
1494,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,none,unknown,unknown,unknown
1490,"All my credit cards gave a XXXX balance. But, incorrect balance reported.",unknown,credit_card,none,unknown,unknown,unknown
1492,"I notice that I have some errors in my credit reports and it keeps me annoyed, I want you to remove this fraudulent account asap. 
WORLD FINANCE, balance is {$230.00}, and account # XXXX",unknown,credit_card,none,WORLD FINANCE,unknown,unknown
1493,Bank of america has me in early warning listed as check fraud i do not owe bank of america anything and this has been a hinderance of me opening a new account,other,checking,none,Bank of America,online,unknown
1491,"I have tried several times over the phone to close the Upgrade account # XXXX, card # XXXX, but they always tell me the XX/XX/XXXXthat it is closed because actually the above mentioned account stays active.",other,credit_card,none,Upgrade,online,unknown
1497,I filed original complaint on XX/XX/23 complaint ID XXXX You have this as being closed. Yet I did not receive a statement from the bank explaining why I can't get my monies back. Can you look into this? What did you get back to close this complaint?,unknown,unknown,none,unknown,unknown,unknown
1495,I noticed multiple charges on my Cash App account and I called to complain about it and request refund but was told its nothing they can do about it.,debit,cash,none,Cash App,other,outgoing
1496,"I opened a citi gold account with a promotion of {$500.00} if I met all of the requirements. I have been told I met all of the requirements by three different representatives, but I still have not received my promotional cash bonus.",credit,checking,checking,Citi,online,incoming
1498,"I have consistently maintained an on-time payment history, and I am committed to resolving this matter. I kindly request your consideration in waiving the late fee and removing the late payment from my credit report, as I believe this does not reflect my usual payment behavior.",fee,credit_card,none,unknown,online,outgoing
1499,"No response. This account was never late, and shows charge off. I closed the account",unknown,unknown,none,unknown,unknown,unknown
1500,Charge Off account.. yet still showing a balance on credit report.,other,credit_card,none,unknown,unknown,unknown
1501,Was checking free credit report and there is an address from XXXX that I never lived at. I have been living at current address since XXXX,unknown,checking,none,XXXX,online,unknown
1502,"This company keeps on adding what I "" owe '' to whomever.. The balance that I owe used to be only XXXX $ and somehow it's over XXXX $ - This CAN NOT be legal nor justified",other,unknown,unknown,unknown,unknown,outgoing
1503,"XXXX continues reporting a late payment on my prepaid account despite multiple disputes. This account was fully paid with no outstanding balance, yet a fee was added without notice. The late payment is inaccurate and violates FCRA 611 ( a ) ( 1 ) ( A ).",fee,credit_card,none,unknown,unknown,incoming
1504,"I did not consent to, or authorize nor benefit from any of the following accounts. Block and remove it. 
XXXX XXXX XXXXXXXX Balance : {$390.00} & XXXX XXXX Balance : {$1900.00}",unknown,unknown,none,unknown,unknown,unknown
1507,"I attempted to put in a trade for NOK using Schwab 's brokerage services and a pop up notified me the trade was halted, so I cancelled but the trade went through an hour later when the stock tanked. Schwab has not provided a resolution for this.",other,brokerage,brokerage,Schwab,online,unknown
1505,"I Have been a victim I have had someone use my identity with different names, addresses and information. I need this to be investigated and fix immediately XXXX  XX/XX/XXXX Balance : {$440.00} {$440.00} BRCLYSBANKDE XX/XX/XXXX Balance : {$16000.00} XXXXXXXX XXXX XXXX XX/XX/XXXX Balance : {$440.00}",unknown,unknown,none,BRCLYSBANKDE,unknown,unknown
1508,The account was paid on time from the insurance and XXXX but XXXXXXXX XXXX and XXXX reported it as a charge off. It is hurting my score,payment,unknown,unknown,XXXX,online,incoming
1506,The fact that I always make timely payments on this account is causing me a great deal of XXXX. I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.,payment,credit_card,none,unknown,online,outgoing
1509,I want to withdraw my money cuz I just got my check deposited to account in when I tried to pull the money out the ATM didn't give me all my money.,cash_withdrawal,checking,cash,ATM,ATM,outgoing
1510,Wells Fargo blocked my accounts due to fraud. They will not close the accounts or let me withdraw my money. It has been XXXX  days. I have had meetings with bakers XXXX  times and been on the phone with the loss prevention department daily and am getting no help.,unknown,checking,none,Wells Fargo,online,outgoing
1513,I am submitting this to all consumer and credit bureaus to add a personal statement ( with the exception of XXXX ) as was able to add to my statement through their portal.,other,unknown,none,unknown,online,unknown
1511,I never applied for any XXXX credit card I already contact them and told them i never applied with them,unknown,unknown,unknown,XXXX,unknown,unknown
1512,I am filing a complaint against CashApp ( block inc ) due to inadequate customer service and unfair practices. Which violates the Consumer financial protection act. Cashapp has failed to to take timely and effective steps to prevent fraud on their platform leaving my account vulnerable and unprotected.,other,cash,none,CashApp,other,unknown
1514,"I attempted to use my XXXX credit card at XXXX on XX/XX/19 around XXXX. It was repeatedly declined, so I contacted customer service. The representative told me that my account had been suspended without notice prior to such action, or even the possibility of such action.",purchase,credit_card,unknown,XXXX,card_not_present,outgoing
1515,"I had a negative balance of {$820.00} and I pay them back already {$800.00}. I just want 1 reimbursement fee of either {$100.00} or {$35.00} from overdraft fees. If they cant provide me with this simple request, then I wish to close my checking account with TD bank.",debit,checking,none,TD bank,unknown,outgoing
1518,I requested on XX/XX/2023 for debt validation with my original contract and wet ink signature. The request wasnt met therefore I want the item removed and immediately dropped to XXXX balance.,other,unknown,none,unknown,unknown,unknown
1519,I received unsolicited debit card and checkbooks from TD Bank.,unknown,checking,none,TD Bank,other,unknown
1516,"Ensuring timely payments on this account has always been my priority, never allowing them to become overdue. I am unsure why there are reports of late payment remarks on my accounts. Based on 15 USC 1666b - Billing Error should be corrected.",payment,checking,credit_card,unknown,online,outgoing
1517,XX/XX/2024 someone stole my wallet used my information & funds to rent a car.. mechanics bank wont give me close to {$2000.00} back,purchase,checking,none,rental car agency,card_not_present,outgoing
1524,I have an open Credit Card Account with XXXX XXXX and XXXX XXXX for over six months paid in full every month which is not being reported.,unknown,credit_card,none,unknown,unknown,unknown
1525,"I want this late payment deleted from my account within 15 days, this is not mine, I'm not aware of this, Under USC 1666b. 

XXXX XXXX Account Number : XXXX",payment,credit_card,none,unknown,online,outgoing
1521,This company has continued to send robo calls and emails for the past 3 months after I explained that I could not make any minimum payments and blocked their robo calls.,unknown,unknown,none,unknown,unknown,unknown
1527,There is a business checking account of chase is locked in XX/XX/2021 at that moment when i ask them reason why they said in investigation after once they answer there are no response,unknown,checking,none,chase,unknown,unknown
1522,I closed an account with XXXX XXXX XXXX and returned my equipment to the designated location. My account was sent to collections after the balance was XXXX.,other,checking,none,XXXX XXXX XXXX,other,outgoing
1520,"I submitted a complaint to the bureaus and they haven't responded on it, it's been more than 14 days. They just ignore my disputes and I'm not happy about that, cause it's affecting my name, personal life. PLEASE HELP! 

Date Opened - XX/XX/2021 Balance Owed- {$210.00}",unknown,unknown,none,unknown,unknown,unknown
1523,Im trying to add my bank card and I cant add my bank card on here,unknown,credit_card,unknown,unknown,card_not_present,unknown
1526,"Recently checking my credit report I noticed that Ive been victim of Identity Theft and found numerous credit inquiries I have no knowledge of here are the inquiries Ive have found ; capitol one XX/XX/XXXX, capitol one XX/XX/XXXX, Capital one XX/XX/XXXX, XXXX XXXX XXXXXXXX, XXXX XX/XX/XXXX.",other,checking,none,Capital One,online,unknown
1528,Keep over drafting and double paying,other,checking,none,unknown,unknown,outgoing
1529,There are numerous inquiries and XXXX accounts on my credit report that I have absolutely no knowledge of. These are deemed fraud accounts and I need assistance,unknown,unknown,unknown,unknown,unknown,unknown
1531,A company was taken from a scam contracting company and i tried to get it rectified and cash app couldnt do anything for me or block this report this person,other,other,none,unknown,CashApp,outgoing
1530,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
1532,"In XX/XX/year>, my credit card was charged a {$650.00} annual fee, but my credit limit is {$1000.00}. I requested the credit card company to adjust the annual fee amount to {$250.00}, but they refused, citing the card 's terms. Their actions violate 1026.52 ( a ) ( 1 ).",fee,credit_card,none,credit card company,online,outgoing
1534,I purchased a family vacation package for {$5100.00} from XXXX Vacations that was outright fraud. XXXX refused to acknowledge my letter and has not responded to these issues so I disputed this charge with my credit card company American Express.,purchase,credit_card,none,XXXX Vacations,card_not_present,outgoing
1533,"Hello US BANK you keep my ending balance XXXX $ for over 2 months, and I tired to ask your customer service, but no one has any idea about my account information. Please inform me when you will release my money.",other,checking,none,US BANK,online,unknown
1537,"I've learned that the creditor didn't provide the necessary 21-day notice along with a statement, which would have given me enough time to process payments and avoid late fees on these accounts. This mistake has caused a misrepresentation of the payment status, indicating a billing error by the creditor.",payment,credit_card,credit_card,unknown,online,outgoing
1536,Transunion is reporting inaccurate information constantly. My credit card usage is based on 1 card even though I have 3 reported with them. The accounts that are reported are delayed. I have heard they purposely do this and it really noticeable in my account.,unknown,credit_card,unknown,Transunion,unknown,unknown
1538,I was improperly charged overdraft fees {$36.00} on my bank checking account on XX/XX/2017.,fee,checking,none,unknown,unknown,unknown
1535,"I have always made timely payments on this account, and it is therefore absurd that my account would indicate otherwise. Kindly update my account accordingly.",payment,credit_card,none,unknown,online,outgoing
1539,Checking accounts are not supposed to be reported to credit report. remove this now,unknown,checking,none,unknown,unknown,unknown
1543,I cant get into my coin base wallet and they do not have a phone number to contact them its a dead end to get my funds.,unknown,other,none,Coinbase,online,outgoing
1544,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
1545,Chase lowered my credit limit. This was done even though I have XXXX accounts with them and have never been late or missed a payment. By lowering my credit limit my ratio of balance to limit will hurt my credit score through no fault of mine.,unknown,credit_card,none,Chase,unknown,unknown
1541,"I applied for benefit around 2021, I'm yet to be issued a XXXX prepaid card till date and i had XXXX on the card. I really need money a lot please let bank of America kindly do something about it thank you.",unknown,unknown,credit_card,Bank of America,online,unknown
1540,"On XX/XX/13, XXXX XXXXXXXX added a {$30.00} late fee for an account with a {$400.00} credit line. This is excessive and a junk fee. They can not reasonably have incurred expenses equal to {$30.00}. They need to charge late fees that make sense and aren't just extorting their customers.",fee,credit_card,none,XXXX XXXXXXXX,unknown,outgoing
1547,Discover can not account for the origin of the entirety of the balance and refuses to settle the balance of the account.,unknown,credit_card,none,Discover,online,unknown
1546,"The files reported are inaccurate and erroneous and are leading to a negative impact on my credit file. I am including proof with this letter and the information on the credit report is incorrect. 
XXXX XXXX XXXX Balance Owed : {$3400.00}, XXXX XXXX XXXX Balance Owed : {$870.00}",unknown,unknown,unknown,unknown,unknown,unknown
1548,"Macy 's reporting me on credit bureau claiming they have my signature and drivers license, as co-owner. They refused to remove me from the acount though I told them, my former business associate added me mistakenly. I had only agreed to be authorized user.",unknown,credit_card,none,Macy's,unknown,unknown
1542,Noticed the open credit card from XXXX on my credit report that I did not sign up for,unknown,credit_card,none,XXXX,unknown,unknown
1549,Ive activated this new app called active hours which allows me to get my money in advance but it says there is a problem with my bank.,other,checking,none,active hours,online,unknown
1551,PayPal and XXXX XXXX  kept removing funds unauthorised. I lost a ton of money due to fees. Its complicated,fee,unknown,unknown,PayPal,online,outgoing
1553,Equifax and XXXX are reporting incorrectly that I am 60 days past due on XXXX - partial account number XXXX. This account reflects a {$0.00} balance and {$0.00} past due. I have contacted the two bureaus to have this corrected. This inaccurate reporting is harming my credit score.,unknown,unknown,none,Equifax,online,unknown
1554,THIS NEGATIVE ACCOUNT APPEARS AS AN UNPAID CHARGE -OFF WITH AN OUTSTANDING BALANCE XXXX. THIS ACCOUNT 'S REPORTING OPEN DATE IS ON THE XX/XX/2014. PLEASE REMOVE THIS ACCOUNT IMMEDIATELY. IT IS REALLY AFFECTING ME A LOT.,other,unknown,none,unknown,unknown,unknown
1550,"I applied for XXXX card, was approved but promo was not what was stated on web application.",unknown,unknown,unknown,XXXX,online,unknown
1557,"A company is charging me for something I have no idea for what. The company is what is read XXXX XXXX  my statement called "" XXXX '' for the amount of XXXX on XXXX XXXX 2017. I do n't know this company.",other,unknown,none,XXXX XXXX,unknown,outgoing
